method,n_slices,price_convexity_violations,price_slope_violations,negative_density_points,frac_slices_with_any_w_viol,frac_slices_with_w_viol_in_observed_range,mean_frac_grid_points_viol,mean_frac_grid_iv_undefined,n_expiry_pairs,calendar_price_viol_common_support,calendar_price_viol_incl_extrapolation,frac_pairs_w_calendar_viol_common_support,frac_pairs_w_calendar_viol_incl_extrapolation
Fengler,793,0,0,0,0.45649432534678436,0.04287515762925599,0.0328902486924524,0.040911252144791514,668,14,7216,0.019461077844311378,0.5958083832335329
