method,n_slices,pct_slices_any,mean_pct_grid_any,pct_slices_observed,mean_pct_grid_observed,pct_slices_padded,mean_pct_grid_padded
CubicSpline,9438,84.25513880059334,12.496743197190291,81.95592286501378,13.646466289172421,49.34308116126298,9.750182477455205
SSVI,9438,0.0,0.0,0.0,0.0,0.0,0.0
SVI,8862,3.9720153464229293,0.3786659563211502,0.8463100880162491,0.07164113303207319,3.915594673888513,1.1121141452895007
ThinPlate,9436,90.84357778719796,14.06350982286187,89.42348452734208,11.829509942131569,68.92751165748199,19.40028731571758
