method,n_slices,price_convexity_violations,price_slope_violations,negative_density_points,frac_slices_with_any_w_viol,frac_slices_with_w_viol_in_observed_range,mean_frac_grid_points_viol,mean_frac_grid_iv_undefined,n_expiry_pairs,calendar_price_viol_common_support,calendar_price_viol_incl_extrapolation,frac_pairs_w_calendar_viol_common_support,frac_pairs_w_calendar_viol_incl_extrapolation
Fengler,792,0,0,0,0.43813131313131315,0.03282828282828283,0.03193823480708727,0.03922420930617652,667,11,7378,0.014992503748125937,0.5817091454272864
