lam,butterfly_mean,butterfly_std,calendar_mean,calendar_std
0.0,0.06974400322515617,0.06718830204487336,0.36719747362762883,0.3377737907456817
0.01,0.004165826782234734,0.0036133386171467168,0.3028287307666465,0.4302311634948244
0.1,0.0013438150910434668,0.002327556013665081,0.29442988644762474,0.4447883874585311
1.0,0.0,0.0,0.823557078545992,0.005341981915017328
10.0,0.0,0.0,0.6128468722703756,0.4251335536036791
100.0,0.0,0.0,0.5900692064771887,0.4677323709714932
