date,method,expiry_earlier,expiry_later,n_grid,n_grid_common,n_price_viol,n_price_viol_common,n_scored,n_viol,n_viol_common
2020-09-24,Fengler,2020-10-01,2020-10-08,61,21,14,0,24,1,0
2020-09-24,Fengler,2020-10-08,2020-10-29,61,22,0,0,27,0,0
2020-09-24,Fengler,2020-10-29,2020-11-26,61,21,14,0,30,4,0
2020-09-24,Fengler,2020-11-26,2020-12-31,61,21,0,0,30,0,0
2020-10-13,Fengler,2020-10-22,2020-10-29,61,26,7,0,53,7,0
2020-10-13,Fengler,2020-10-29,2020-11-26,61,31,13,0,48,0,0
2020-10-13,Fengler,2020-11-26,2020-12-31,61,33,0,0,48,0,0
2020-10-29,Fengler,2020-11-05,2020-11-12,61,19,28,0,23,1,0
2020-10-29,Fengler,2020-11-12,2020-11-26,61,19,0,0,23,0,0
2020-10-29,Fengler,2020-11-26,2020-12-31,61,30,0,0,52,0,0
2020-11-17,Fengler,2020-11-26,2020-12-03,61,23,7,0,50,2,0
2020-11-17,Fengler,2020-12-03,2020-12-31,61,23,1,0,56,1,0
2020-11-17,Fengler,2020-12-31,2021-03-25,61,40,6,0,55,0,0
2020-12-04,Fengler,2020-12-17,2020-12-24,61,17,39,0,25,3,0
2020-12-04,Fengler,2020-12-24,2020-12-31,61,17,0,0,25,0,0
2020-12-04,Fengler,2020-12-31,2021-01-28,61,25,27,0,36,2,0
2020-12-04,Fengler,2021-01-28,2021-03-25,61,30,0,0,36,0,0
2020-12-22,Fengler,2020-12-31,2021-01-07,61,16,40,0,24,3,0
2020-12-22,Fengler,2021-01-07,2021-01-28,61,16,0,0,24,0,0
2020-12-22,Fengler,2021-01-28,2021-02-25,61,26,19,0,35,2,0
2020-12-22,Fengler,2021-02-25,2021-03-25,61,26,0,0,35,0,0
2021-01-08,Fengler,2021-01-21,2021-01-28,61,19,11,0,53,3,0
2021-01-08,Fengler,2021-01-28,2021-02-25,61,25,11,0,46,4,0
2021-01-08,Fengler,2021-02-25,2021-03-25,61,25,0,0,46,0,0
2021-01-27,Fengler,2021-02-04,2021-02-11,61,18,11,0,34,2,0
2021-01-27,Fengler,2021-02-11,2021-02-18,61,17,8,0,31,5,0
2021-01-27,Fengler,2021-02-18,2021-02-25,61,17,12,0,23,4,0
2021-01-27,Fengler,2021-02-25,2021-03-25,61,29,0,0,34,0,0
2021-02-12,Fengler,2021-02-25,2021-03-04,61,22,28,0,30,2,0
2021-02-12,Fengler,2021-03-04,2021-03-25,61,22,0,0,30,0,0
2021-02-12,Fengler,2021-03-25,2021-04-29,61,32,11,0,48,5,0
2021-03-02,Fengler,2021-03-10,2021-03-18,61,18,27,0,35,1,0
2021-03-02,Fengler,2021-03-18,2021-03-25,61,18,12,0,27,4,0
2021-03-02,Fengler,2021-03-25,2021-04-29,61,26,18,0,37,2,0
2021-03-02,Fengler,2021-04-29,2021-06-24,61,26,0,0,37,0,0
2021-03-02,Fengler,2021-06-24,2021-12-30,61,38,0,0,44,0,0
2021-03-19,Fengler,2021-04-01,2021-04-08,61,18,11,0,27,1,0
2021-03-19,Fengler,2021-04-08,2021-04-29,61,18,0,0,29,0,0
2021-03-19,Fengler,2021-04-29,2021-05-27,61,19,6,0,31,1,0
2021-03-19,Fengler,2021-05-27,2021-06-24,61,19,0,0,31,0,0
2021-03-19,Fengler,2021-06-24,2021-12-30,61,39,9,0,48,2,0
2021-04-09,Fengler,2021-04-22,2021-04-29,61,22,14,0,33,5,0
2021-04-09,Fengler,2021-04-29,2021-05-27,61,23,4,0,40,0,0
2021-04-09,Fengler,2021-05-27,2021-06-24,61,23,0,0,43,0,0
2021-04-09,Fengler,2021-06-24,2021-12-30,61,32,15,0,47,1,0
2021-04-29,Fengler,2021-05-06,2021-05-12,61,21,0,0,40,0,0
2021-04-29,Fengler,2021-05-12,2021-05-20,61,15,22,0,22,1,0
2021-04-29,Fengler,2021-05-20,2021-05-27,61,15,1,0,21,0,0
2021-04-29,Fengler,2021-05-27,2021-06-24,61,23,0,0,28,0,0
2021-04-29,Fengler,2021-06-24,2021-12-30,61,37,6,0,53,1,0
2021-05-18,Fengler,2021-05-27,2021-06-03,61,19,11,0,22,1,0
2021-05-18,Fengler,2021-06-03,2021-06-10,61,17,2,0,21,1,0
2021-05-18,Fengler,2021-06-10,2021-06-24,61,17,0,0,22,0,0
2021-05-18,Fengler,2021-06-24,2021-07-29,61,20,32,0,30,2,0
2021-05-18,Fengler,2021-07-29,2021-12-30,61,20,0,0,30,0,0
2021-06-03,Fengler,2021-06-10,2021-06-17,61,19,31,0,30,4,0
2021-06-03,Fengler,2021-06-17,2021-06-24,61,19,0,0,30,0,0
2021-06-03,Fengler,2021-06-24,2021-07-29,61,24,25,0,38,2,0
2021-06-03,Fengler,2021-07-29,2021-08-26,61,17,15,0,25,2,0
2021-06-03,Fengler,2021-08-26,2021-12-30,61,17,0,0,25,0,0
2021-06-21,Fengler,2021-07-01,2021-07-08,61,18,35,0,32,6,0
2021-06-21,Fengler,2021-07-08,2021-07-29,61,18,0,0,32,0,0
2021-06-21,Fengler,2021-07-29,2021-08-26,61,22,15,0,34,2,0
2021-06-21,Fengler,2021-08-26,2021-12-30,61,22,0,0,34,0,0
2021-07-07,Fengler,2021-07-15,2021-07-22,61,9,48,0,13,0,0
2021-07-07,Fengler,2021-07-22,2021-07-29,61,9,0,0,13,0,0
2021-07-07,Fengler,2021-07-29,2021-08-26,61,20,30,0,31,1,0
2021-07-07,Fengler,2021-08-26,2021-09-30,61,20,0,0,31,0,0
2021-07-07,Fengler,2021-09-30,2021-12-30,61,37,0,0,52,0,0
2021-07-26,Fengler,2021-08-05,2021-08-12,61,23,23,0,35,2,0
2021-07-26,Fengler,2021-08-12,2021-08-26,61,22,14,0,31,5,0
2021-07-26,Fengler,2021-08-26,2021-09-30,61,27,0,0,39,0,0
2021-07-26,Fengler,2021-09-30,2021-12-30,61,41,2,0,59,2,0
2021-08-11,Fengler,2021-08-18,2021-08-26,61,21,7,0,44,7,0
2021-08-11,Fengler,2021-08-26,2021-09-02,61,7,52,0,11,2,0
2021-08-11,Fengler,2021-09-02,2021-09-30,61,7,0,0,11,0,0
2021-08-11,Fengler,2021-09-30,2021-10-28,61,13,42,0,21,2,0
2021-08-11,Fengler,2021-10-28,2021-12-30,61,13,0,0,21,0,0
2021-08-30,Fengler,2021-09-09,2021-09-16,61,14,27,0,23,4,0
2021-08-30,Fengler,2021-09-16,2021-09-23,61,13,0,0,23,0,0
2021-08-30,Fengler,2021-09-23,2021-09-30,61,13,12,0,35,12,0
2021-08-30,Fengler,2021-09-30,2021-10-28,61,23,13,0,50,6,0
2021-08-30,Fengler,2021-10-28,2021-11-25,61,14,35,0,22,3,0
2021-08-30,Fengler,2021-11-25,2021-12-30,61,14,0,0,22,0,0
2021-09-16,Fengler,2021-09-23,2021-09-30,61,27,8,0,53,3,0
2021-09-16,Fengler,2021-09-30,2021-10-07,61,18,27,0,32,3,0
2021-09-16,Fengler,2021-10-07,2021-10-28,61,18,12,0,26,1,0
2021-09-16,Fengler,2021-10-28,2021-11-25,61,13,19,0,22,3,0
2021-09-16,Fengler,2021-11-25,2021-12-30,61,13,0,0,22,0,0
2021-10-04,Fengler,2021-10-14,2021-10-21,61,17,32,0,22,2,0
2021-10-04,Fengler,2021-10-21,2021-10-28,61,17,0,0,22,0,0
2021-10-04,Fengler,2021-10-28,2021-11-25,61,23,16,0,35,2,0
2021-10-04,Fengler,2021-11-25,2021-12-30,61,23,0,0,35,0,0
2021-10-21,Fengler,2021-10-28,2021-11-03,61,25,25,0,39,3,0
2021-10-21,Fengler,2021-11-03,2021-11-11,61,21,10,0,31,2,0
2021-10-21,Fengler,2021-11-11,2021-11-25,61,21,0,0,31,0,0
2021-10-21,Fengler,2021-11-25,2021-12-30,61,31,7,0,51,1,0
2021-11-10,Fengler,2021-11-18,2021-11-25,61,19,28,0,23,1,0
2021-11-10,Fengler,2021-11-25,2021-12-02,61,18,0,0,28,0,0
2021-11-10,Fengler,2021-12-02,2021-12-30,61,18,0,0,30,0,0
2021-11-10,Fengler,2021-12-30,2022-01-27,61,15,37,0,22,3,0
2021-11-10,Fengler,2022-01-27,2022-03-31,61,15,0,0,22,0,0
2021-11-29,Fengler,2021-12-09,2021-12-16,61,17,6,0,36,2,0
2021-11-29,Fengler,2021-12-16,2021-12-23,61,15,8,0,33,5,0
2021-11-29,Fengler,2021-12-23,2021-12-30,61,18,1,1,33,1,1
2021-11-29,Fengler,2021-12-30,2022-01-27,61,19,24,0,39,2,0
2021-11-29,Fengler,2022-01-27,2022-03-31,61,19,5,0,37,3,0
2021-12-15,Fengler,2021-12-23,2021-12-30,61,19,14,0,61,14,0
2021-12-15,Fengler,2021-12-30,2022-01-06,61,14,40,0,23,2,0
2021-12-15,Fengler,2022-01-06,2022-01-27,61,14,0,0,23,0,0
2021-12-15,Fengler,2022-01-27,2022-02-24,61,12,23,0,17,2,0
2021-12-15,Fengler,2022-02-24,2022-03-31,61,12,0,0,17,0,0
2021-12-31,Fengler,2022-01-13,2022-01-20,61,19,0,0,37,0,0
2021-12-31,Fengler,2022-01-20,2022-01-27,61,19,39,0,40,18,0
2021-12-31,Fengler,2022-01-27,2022-02-24,61,20,14,0,27,1,0
2021-12-31,Fengler,2022-02-24,2022-03-31,61,20,0,0,27,0,0
2021-12-31,Fengler,2022-03-31,2022-12-29,61,26,19,0,42,0,0
2022-01-18,Fengler,2022-01-27,2022-02-03,61,23,21,0,30,2,0
2022-01-18,Fengler,2022-02-03,2022-02-10,61,14,13,0,18,1,0
2022-01-18,Fengler,2022-02-10,2022-02-24,61,14,0,0,18,0,0
2022-01-18,Fengler,2022-02-24,2022-03-31,61,23,0,0,46,0,0
2022-01-18,Fengler,2022-03-31,2022-12-29,61,29,11,0,43,1,0
2022-02-04,Fengler,2022-02-17,2022-02-24,61,24,8,0,45,2,0
2022-02-04,Fengler,2022-02-24,2022-03-03,61,22,9,0,37,1,0
2022-02-04,Fengler,2022-03-03,2022-03-31,61,22,8,0,37,8,0
2022-02-04,Fengler,2022-03-31,2022-04-28,61,15,40,0,23,2,0
2022-02-04,Fengler,2022-04-28,2022-06-30,61,15,0,0,23,0,0
2022-02-22,Fengler,2022-03-03,2022-03-10,61,20,1,0,39,0,0
2022-02-22,Fengler,2022-03-10,2022-03-17,61,17,18,0,22,1,0
2022-02-22,Fengler,2022-03-17,2022-03-24,61,15,4,0,22,3,0
2022-02-22,Fengler,2022-03-24,2022-03-31,61,15,0,0,22,0,0
2022-02-22,Fengler,2022-03-31,2022-04-28,61,19,32,0,30,2,0
2022-02-22,Fengler,2022-04-28,2022-06-30,61,19,0,0,30,0,0
2022-02-22,Fengler,2022-06-30,2022-12-29,61,34,16,0,53,8,0
2022-03-11,Fengler,2022-03-24,2022-03-31,61,21,0,0,56,0,0
2022-03-11,Fengler,2022-03-31,2022-04-07,61,19,26,0,40,5,0
2022-03-11,Fengler,2022-04-07,2022-04-28,61,19,1,0,40,1,0
2022-03-11,Fengler,2022-04-28,2022-05-26,61,15,25,0,25,3,0
2022-03-11,Fengler,2022-05-26,2022-06-30,61,15,0,0,25,0,0
2022-03-11,Fengler,2022-06-30,2022-12-29,61,38,5,0,50,2,0
2022-03-30,Fengler,2022-04-07,2022-04-13,61,17,16,0,24,3,0
2022-03-30,Fengler,2022-04-13,2022-04-21,61,15,1,0,23,0,0
2022-03-30,Fengler,2022-04-21,2022-04-28,61,15,22,0,22,4,0
2022-03-30,Fengler,2022-04-28,2022-05-26,61,18,17,0,27,1,0
2022-03-30,Fengler,2022-05-26,2022-06-30,61,18,0,0,27,0,0
2022-03-30,Fengler,2022-06-30,2022-12-29,61,40,3,0,56,1,0
2022-04-19,Fengler,2022-04-28,2022-05-05,61,21,15,0,48,2,0
2022-04-19,Fengler,2022-05-05,2022-05-12,61,16,29,0,25,6,0
2022-04-19,Fengler,2022-05-12,2022-05-19,61,13,10,0,16,1,0
2022-04-19,Fengler,2022-05-19,2022-05-26,61,13,0,0,16,0,0
2022-04-19,Fengler,2022-05-26,2022-06-30,61,25,0,0,33,0,0
2022-04-19,Fengler,2022-06-30,2022-12-29,61,34,8,0,47,1,0
2022-05-06,Fengler,2022-05-19,2022-05-26,61,19,0,0,35,0,0
2022-05-06,Fengler,2022-05-26,2022-06-02,61,17,19,0,24,3,0
2022-05-06,Fengler,2022-06-02,2022-06-30,61,17,0,0,24,0,0
2022-05-06,Fengler,2022-06-30,2022-07-28,61,15,34,0,22,3,0
2022-05-06,Fengler,2022-07-28,2022-12-29,61,15,0,0,22,0,0
2022-05-24,Fengler,2022-06-02,2022-06-09,61,20,5,0,39,1,0
2022-05-24,Fengler,2022-06-09,2022-06-16,61,17,19,0,22,2,0
2022-05-24,Fengler,2022-06-16,2022-06-23,61,17,1,0,21,0,0
2022-05-24,Fengler,2022-06-23,2022-06-30,61,18,0,0,23,0,0
2022-05-24,Fengler,2022-06-30,2022-07-28,61,20,19,0,27,1,0
2022-05-24,Fengler,2022-07-28,2022-12-29,61,20,0,0,27,0,0
2022-06-09,Fengler,2022-06-16,2022-06-23,61,15,40,0,19,2,0
2022-06-09,Fengler,2022-06-23,2022-06-30,61,15,0,0,19,0,0
2022-06-09,Fengler,2022-06-30,2022-07-07,61,15,45,0,19,3,0
2022-06-09,Fengler,2022-07-07,2022-07-28,61,15,0,0,19,0,0
2022-06-09,Fengler,2022-07-28,2022-08-25,61,12,12,0,19,1,0
2022-06-09,Fengler,2022-08-25,2022-12-29,61,12,0,0,19,0,0
2022-06-27,Fengler,2022-07-07,2022-07-14,61,22,18,0,28,3,0
2022-06-27,Fengler,2022-07-14,2022-07-21,61,21,3,0,25,0,0
2022-06-27,Fengler,2022-07-21,2022-07-28,61,21,2,0,27,2,0
2022-06-27,Fengler,2022-07-28,2022-08-25,61,22,9,0,35,1,0
2022-06-27,Fengler,2022-08-25,2022-09-29,61,22,0,0,36,0,0
2022-06-27,Fengler,2022-09-29,2022-12-29,61,37,8,0,53,1,0
2022-07-13,Fengler,2022-07-21,2022-07-28,61,23,15,0,47,15,0
2022-07-13,Fengler,2022-07-28,2022-08-04,61,21,27,0,38,4,0
2022-07-13,Fengler,2022-08-04,2022-08-11,61,14,20,0,20,2,0
2022-07-13,Fengler,2022-08-11,2022-08-25,61,14,0,0,20,0,0
2022-07-13,Fengler,2022-08-25,2022-09-29,61,22,13,0,34,2,0
2022-07-13,Fengler,2022-09-29,2022-12-29,61,38,0,0,50,0,0
2022-07-29,Fengler,2022-08-11,2022-08-18,61,18,0,0,40,0,0
2022-07-29,Fengler,2022-08-18,2022-08-25,61,18,11,0,40,11,0
2022-07-29,Fengler,2022-08-25,2022-09-01,61,14,21,0,22,2,0
2022-07-29,Fengler,2022-09-01,2022-09-29,61,14,0,0,22,0,0
2022-07-29,Fengler,2022-09-29,2022-10-27,61,20,29,0,29,3,0
2022-07-29,Fengler,2022-10-27,2022-12-29,61,20,0,0,29,0,0
2022-08-18,Fengler,2022-08-25,2022-09-01,61,22,20,0,42,1,0
2022-08-18,Fengler,2022-09-01,2022-09-08,61,17,24,0,18,0,0
2022-08-18,Fengler,2022-09-08,2022-09-15,61,12,0,0,18,0,0
2022-08-18,Fengler,2022-09-15,2022-09-22,61,10,5,0,15,1,0
2022-08-18,Fengler,2022-09-22,2022-09-29,61,11,0,0,15,0,0
2022-08-18,Fengler,2022-09-29,2022-10-27,61,23,25,0,40,4,0
2022-08-18,Fengler,2022-10-27,2022-12-29,61,23,0,0,40,0,0
2022-09-06,Fengler,2022-09-15,2022-09-22,61,17,2,0,40,1,0
2022-09-06,Fengler,2022-09-22,2022-09-29,61,17,16,0,40,16,0
2022-09-06,Fengler,2022-09-29,2022-10-06,61,20,39,0,25,3,0
2022-09-06,Fengler,2022-10-06,2022-10-27,61,18,0,0,25,0,0
2022-09-06,Fengler,2022-10-27,2022-11-24,61,26,24,1,29,2,1
2022-09-06,Fengler,2022-11-24,2022-12-29,61,26,0,0,29,0,0
2022-09-22,Fengler,2022-09-29,2022-10-06,61,20,22,0,41,2,0
2022-09-22,Fengler,2022-10-06,2022-10-13,61,20,0,0,41,0,0
2022-09-22,Fengler,2022-10-13,2022-10-20,61,19,24,0,36,12,0
2022-09-22,Fengler,2022-10-20,2022-10-27,61,17,16,0,23,3,0
2022-09-22,Fengler,2022-10-27,2022-11-24,61,21,18,0,32,3,0
2022-09-22,Fengler,2022-11-24,2022-12-29,61,21,0,0,32,0,0
2022-09-22,Fengler,2022-12-29,2023-03-30,61,37,3,0,59,1,0
2022-10-11,Fengler,2022-10-20,2022-10-27,61,26,0,0,44,0,0
2022-10-11,Fengler,2022-10-27,2022-11-03,61,22,13,0,38,1,0
2022-10-11,Fengler,2022-11-03,2022-11-24,61,22,11,0,29,2,0
2022-10-11,Fengler,2022-11-24,2022-12-29,61,29,0,0,39,0,0
2022-10-31,Fengler,2022-11-10,2022-11-17,61,17,17,0,30,1,0
2022-10-31,Fengler,2022-11-17,2022-11-24,61,17,27,0,44,26,0
2022-10-31,Fengler,2022-11-24,2022-12-01,61,13,29,0,17,2,0
2022-10-31,Fengler,2022-12-01,2022-12-29,61,13,0,0,17,0,0
2022-10-31,Fengler,2022-12-29,2023-01-25,61,19,33,0,31,3,0
2022-10-31,Fengler,2023-01-25,2023-03-30,61,19,0,0,31,0,0
2022-11-17,Fengler,2022-11-24,2022-12-01,61,19,9,0,58,6,0
2022-11-17,Fengler,2022-12-01,2022-12-08,61,16,38,0,24,4,0
2022-11-17,Fengler,2022-12-08,2022-12-15,61,11,12,0,13,1,0
2022-11-17,Fengler,2022-12-15,2022-12-29,61,11,0,0,13,0,0
2022-11-17,Fengler,2022-12-29,2023-01-25,61,25,29,0,38,6,0
2022-12-05,Fengler,2022-12-15,2022-12-22,61,17,17,0,47,3,0
2022-12-05,Fengler,2022-12-22,2022-12-29,61,17,21,0,47,21,0
2022-12-05,Fengler,2022-12-29,2023-01-05,61,18,8,0,58,5,0
2022-12-05,Fengler,2023-01-05,2023-01-25,61,17,35,0,46,23,0
2022-12-05,Fengler,2023-01-25,2023-02-23,61,11,29,0,18,1,0
2022-12-05,Fengler,2023-02-23,2023-03-30,61,11,0,0,18,0,0
2022-12-21,Fengler,2022-12-29,2023-01-05,61,20,0,0,61,0,0
2022-12-21,Fengler,2023-01-05,2023-01-12,61,15,27,0,35,1,0
2022-12-21,Fengler,2023-01-12,2023-01-19,61,12,18,0,19,2,0
2022-12-21,Fengler,2023-01-19,2023-01-25,61,12,0,0,19,0,0
2022-12-21,Fengler,2023-01-25,2023-02-23,61,13,27,0,18,2,0
2022-12-21,Fengler,2023-02-23,2023-03-30,61,13,0,0,18,0,0
2023-01-06,Fengler,2023-01-19,2023-01-25,61,16,0,0,20,0,0
2023-01-06,Fengler,2023-01-25,2023-02-02,61,16,25,0,37,1,0
2023-01-06,Fengler,2023-02-02,2023-02-23,61,16,15,0,24,2,0
2023-01-06,Fengler,2023-02-23,2023-03-29,61,16,0,0,24,0,0
2023-01-06,Fengler,2023-03-29,2023-06-29,61,30,19,0,39,3,0
2023-01-06,Fengler,2023-06-29,2023-12-28,61,32,0,0,39,0,0
2023-01-24,Fengler,2023-02-02,2023-02-09,61,17,4,0,34,1,0
2023-01-24,Fengler,2023-02-09,2023-02-16,61,9,24,0,11,1,0
2023-01-24,Fengler,2023-02-16,2023-02-23,61,9,0,0,11,0,0
2023-01-24,Fengler,2023-02-23,2023-03-29,61,18,0,0,25,0,0
2023-01-24,Fengler,2023-03-29,2023-12-28,61,37,9,0,53,1,0
2023-02-10,Fengler,2023-02-23,2023-03-02,61,14,1,0,29,0,0
2023-02-10,Fengler,2023-03-02,2023-03-09,61,9,17,0,13,0,0
2023-02-10,Fengler,2023-03-09,2023-03-29,61,9,22,0,35,22,0
2023-02-10,Fengler,2023-03-29,2023-04-27,61,12,45,0,17,1,0
2023-02-10,Fengler,2023-04-27,2023-06-29,61,12,0,0,17,0,0
2023-02-10,Fengler,2023-06-29,2023-12-28,61,36,0,0,49,0,0
2023-02-28,Fengler,2023-03-09,2023-03-16,61,15,0,0,35,0,0
2023-02-28,Fengler,2023-03-16,2023-03-23,61,15,24,0,19,3,0
2023-02-28,Fengler,2023-03-23,2023-03-29,61,15,0,0,19,0,0
2023-02-28,Fengler,2023-03-29,2023-04-27,61,16,37,0,22,2,0
2023-02-28,Fengler,2023-04-27,2023-05-25,61,10,8,0,16,2,0
2023-02-28,Fengler,2023-05-25,2023-06-29,61,10,0,0,16,0,0
2023-02-28,Fengler,2023-06-29,2023-12-28,61,37,0,0,54,0,0
2023-03-17,Fengler,2023-03-29,2023-04-06,61,15,21,0,38,1,0
2023-03-17,Fengler,2023-04-06,2023-04-13,61,12,5,0,34,1,0
2023-03-17,Fengler,2023-04-13,2023-04-27,61,12,19,0,19,4,0
2023-03-17,Fengler,2023-04-27,2023-05-25,61,15,5,0,24,1,0
2023-03-17,Fengler,2023-05-25,2023-12-28,61,16,0,0,28,0,0
2023-04-06,Fengler,2023-04-13,2023-04-20,61,16,0,0,23,0,0
2023-04-06,Fengler,2023-04-20,2023-04-27,61,16,0,0,42,0,0
2023-04-06,Fengler,2023-04-27,2023-05-04,61,14,40,0,26,5,0
2023-04-06,Fengler,2023-05-04,2023-05-25,61,14,6,0,21,1,0
2023-04-06,Fengler,2023-05-25,2023-06-29,61,17,0,0,27,0,0
2023-04-06,Fengler,2023-06-29,2023-12-28,61,39,5,0,50,1,0
2023-04-26,Fengler,2023-05-04,2023-05-11,61,14,11,0,24,3,0
2023-04-26,Fengler,2023-05-11,2023-05-18,61,10,23,0,18,3,0
2023-04-26,Fengler,2023-05-18,2023-05-25,61,10,6,0,14,2,0
2023-04-26,Fengler,2023-05-25,2023-06-29,61,18,0,0,44,0,0
2023-04-26,Fengler,2023-06-29,2023-09-28,61,32,18,0,46,3,0
2023-04-26,Fengler,2023-09-28,2023-12-28,61,31,0,0,46,0,0
2023-05-15,Fengler,2023-05-25,2023-06-01,61,14,19,0,33,2,0
2023-05-15,Fengler,2023-06-01,2023-06-08,61,12,25,0,20,1,0
2023-05-15,Fengler,2023-06-08,2023-06-29,61,13,17,0,37,17,0
2023-05-15,Fengler,2023-06-29,2023-07-27,61,14,44,0,18,1,0
2023-05-15,Fengler,2023-07-27,2023-12-28,61,14,0,0,18,0,0
2023-05-31,Fengler,2023-06-08,2023-06-15,61,17,28,1,21,3,1
2023-05-31,Fengler,2023-06-15,2023-06-22,61,16,19,1,20,3,1
2023-05-31,Fengler,2023-06-22,2023-06-29,61,16,0,0,20,0,0
2023-05-31,Fengler,2023-06-29,2023-07-27,61,18,17,0,45,1,0
2023-05-31,Fengler,2023-07-27,2023-08-31,61,10,31,0,15,1,0
2023-05-31,Fengler,2023-08-31,2023-12-28,61,10,0,0,15,0,0
2023-06-16,Fengler,2023-06-29,2023-07-06,61,14,22,0,41,4,0
2023-06-16,Fengler,2023-07-06,2023-07-13,61,10,0,0,41,0,0
2023-06-16,Fengler,2023-07-13,2023-07-27,61,10,51,0,18,8,0
2023-06-16,Fengler,2023-07-27,2023-08-31,61,13,2,0,17,1,0
2023-06-16,Fengler,2023-08-31,2023-12-28,61,13,0,0,19,0,0
2023-07-05,Fengler,2023-07-13,2023-07-20,61,16,1,1,46,1,1
2023-07-05,Fengler,2023-07-20,2023-07-27,61,16,32,0,46,17,0
2023-07-05,Fengler,2023-07-27,2023-08-03,61,11,30,0,18,2,0
2023-07-05,Fengler,2023-08-03,2023-08-31,61,10,3,0,16,1,0
2023-07-05,Fengler,2023-08-31,2023-09-28,61,16,0,0,24,0,0
2023-07-05,Fengler,2023-09-28,2023-12-28,61,34,11,0,45,2,0
