lam,butterfly_mean,butterfly_std,calendar_mean,calendar_std,min_dwdtau
0.0,0.00047033528186519997,0.0008146446047827551,0.0,0.0,0.0120674315840005
0.01,0.0,0.0,0.0,0.0,0.0135301202535629
0.1,0.0005375260364173666,0.0009310224054659977,0.0,0.0,0.0092389564961195
1.0,0.0,0.0,0.0,0.0,0.0004053662996739
10.0,0.0005375260364173666,0.0006158134374730594,0.0,0.0,0.0054376609623432
100.0,0.00013438150910433333,0.000232755601366485,0.0,0.0,0.0017402491066604
