method,n_days_sampled,n_slices,price_convexity_violations,price_slope_violations,negative_density_points,frac_slices_butterfly_viol_observed_range,frac_slices_butterfly_viol_incl_padding,mean_frac_grid_iv_undefined,n_expiry_pairs,frac_pairs_calendar_viol_common_support,frac_pairs_calendar_viol_incl_extrapolation,calendar_price_viol_points_common_support,calendar_grid_points_common_support
Fengler,250,1585,0,0,0,0.03785488958990536,0.4473186119873817,0.04006826291565393,1335,0.017228464419475654,0.5887640449438202,25,24549
