method,range,n_total,n_scored,coverage,rmse_vol_pts,mae_vol_pts,median_abs_err_vol_pts
Fengler,in_range,53676,53673,0.9999441090990386,0.44534995757143614,0.1437225038293669,0.051517511854651254
Fengler,out_of_range,4051,3391,0.8370772648728709,2.3125841987733002,1.3214006054759726,0.6061019722678279
