date,method,expiry_earlier,expiry_later,n_grid,n_grid_common,n_price_viol,n_price_viol_common,n_scored,n_viol,n_viol_common
2023-06-26,Fengler,2023-08-31,2023-09-28,61,16,0,0,21,0,0
2023-06-26,Fengler,2023-09-28,2023-12-28,61,37,11,0,52,2,0
2023-07-13,Fengler,2023-07-20,2023-07-27,61,18,17,0,33,1,0
2023-07-13,Fengler,2023-07-27,2023-08-03,61,14,18,0,20,1,0
2023-07-13,Fengler,2023-08-03,2023-08-10,61,14,0,0,22,0,0
2023-07-13,Fengler,2023-08-10,2023-08-31,61,12,8,0,16,0,0
2023-07-13,Fengler,2023-08-31,2023-09-28,61,19,0,0,25,0,0
2023-07-13,Fengler,2023-09-28,2023-12-28,61,29,0,0,44,0,0
2023-07-31,Fengler,2023-08-10,2023-08-17,61,11,3,0,27,1,0
2023-07-31,Fengler,2023-08-17,2023-08-24,61,11,0,0,44,0,0
2023-07-31,Fengler,2023-08-24,2023-08-31,61,13,28,0,51,28,0
2023-07-31,Fengler,2023-08-31,2023-09-28,61,20,0,0,57,0,0
2023-07-31,Fengler,2023-09-28,2023-10-26,61,12,42,0,20,1,0
2023-07-31,Fengler,2023-10-26,2023-12-28,61,12,0,0,20,0,0
2023-08-17,Fengler,2023-08-24,2023-08-31,61,15,0,0,40,0,0
2023-08-17,Fengler,2023-08-31,2023-09-07,61,13,37,0,17,2,0
2023-08-17,Fengler,2023-09-07,2023-09-14,61,13,0,0,17,0,0
2023-08-17,Fengler,2023-09-14,2023-09-28,61,13,0,0,26,0,0
2023-08-17,Fengler,2023-09-28,2023-10-26,61,14,42,0,21,2,0
2023-08-17,Fengler,2023-10-26,2023-12-28,61,14,0,0,21,0,0
2023-09-04,Fengler,2023-09-14,2023-09-21,61,12,0,0,27,0,0
2023-09-04,Fengler,2023-09-21,2023-09-28,61,12,3,0,31,3,0
2023-09-04,Fengler,2023-09-28,2023-10-26,61,13,32,0,34,5,0
2023-09-04,Fengler,2023-10-26,2023-11-30,61,7,20,0,15,1,0
2023-09-04,Fengler,2023-11-30,2023-12-28,61,7,0,0,15,0,0
2023-09-21,Fengler,2023-09-28,2023-10-05,61,17,33,0,35,7,0
2023-09-21,Fengler,2023-10-05,2023-10-12,61,14,3,0,33,1,0
2023-09-21,Fengler,2023-10-12,2023-10-19,61,12,22,0,25,8,0
2023-09-21,Fengler,2023-10-19,2023-10-26,61,12,10,0,19,4,0
2023-09-21,Fengler,2023-10-26,2023-11-30,61,17,1,0,30,0,0
2023-09-21,Fengler,2023-11-30,2023-12-28,61,17,16,0,42,13,0
2023-10-10,Fengler,2023-10-19,2023-10-26,61,18,20,0,32,3,0
2023-10-10,Fengler,2023-10-26,2023-11-02,61,16,24,0,21,1,0
2023-10-10,Fengler,2023-11-02,2023-11-09,61,13,11,0,17,1,0
2023-10-10,Fengler,2023-11-09,2023-11-30,61,13,23,0,21,4,0
2023-10-10,Fengler,2023-11-30,2023-12-28,61,18,0,0,28,0,0
2023-10-27,Fengler,2023-11-09,2023-11-16,61,14,19,0,33,19,0
2023-10-27,Fengler,2023-11-16,2023-11-23,61,13,19,0,14,0,0
2023-10-27,Fengler,2023-11-23,2023-11-30,61,13,4,0,18,4,0
2023-10-27,Fengler,2023-11-30,2023-12-28,61,17,0,0,37,0,0
2023-11-16,Fengler,2023-11-23,2023-11-30,61,17,4,0,34,2,0
2023-11-16,Fengler,2023-11-30,2023-12-07,61,13,14,0,23,3,0
2023-11-16,Fengler,2023-12-07,2023-12-14,61,12,0,0,23,0,0
2023-11-16,Fengler,2023-12-14,2023-12-28,61,12,20,0,46,20,0
2023-11-16,Fengler,2023-12-28,2024-01-25,61,16,37,0,26,2,0
2023-11-16,Fengler,2024-01-25,2024-03-28,61,16,0,0,26,0,0
2023-12-05,Fengler,2023-12-14,2023-12-21,61,18,12,0,36,6,0
2023-12-05,Fengler,2023-12-21,2023-12-28,61,18,0,0,36,0,0
2023-12-05,Fengler,2023-12-28,2024-01-04,61,12,38,0,29,6,0
2023-12-05,Fengler,2024-01-04,2024-01-25,61,12,0,0,29,0,0
2023-12-05,Fengler,2024-01-25,2024-02-29,61,11,23,0,18,1,0
2023-12-05,Fengler,2024-02-29,2024-03-28,61,11,0,0,18,0,0
2023-12-21,Fengler,2023-12-28,2024-01-04,61,19,13,0,53,5,0
2023-12-21,Fengler,2024-01-04,2024-01-11,61,9,43,0,13,3,0
2023-12-21,Fengler,2024-01-11,2024-01-18,61,9,0,0,13,0,0
2023-12-21,Fengler,2024-01-18,2024-01-25,61,12,18,0,17,2,0
2023-12-21,Fengler,2024-01-25,2024-02-29,61,16,16,0,30,1,0
2023-12-21,Fengler,2024-02-29,2024-03-28,61,16,0,0,31,0,0
2023-12-21,Fengler,2024-03-28,2024-06-27,61,34,13,0,51,3,0
2024-01-09,Fengler,2024-01-18,2024-01-25,61,15,0,0,40,0,0
2024-01-09,Fengler,2024-01-25,2024-02-01,61,14,35,0,18,2,0
2024-01-09,Fengler,2024-02-01,2024-02-08,61,12,5,0,14,1,0
2024-01-09,Fengler,2024-02-08,2024-02-29,61,11,0,0,14,0,0
2024-01-09,Fengler,2024-02-29,2024-03-28,61,17,0,0,30,0,0
2024-01-09,Fengler,2024-03-28,2024-12-26,61,35,8,0,52,1,0
2024-01-29,Fengler,2024-02-08,2024-02-15,61,16,4,0,23,1,0
2024-01-29,Fengler,2024-02-15,2024-02-22,61,14,7,0,18,2,0
2024-01-29,Fengler,2024-02-22,2024-02-29,61,14,0,0,18,0,0
2024-01-29,Fengler,2024-02-29,2024-03-28,61,23,0,0,30,0,0
2024-01-29,Fengler,2024-03-28,2024-12-26,61,38,10,0,48,0,0
2024-02-14,Fengler,2024-02-22,2024-02-29,61,16,11,0,36,2,0
2024-02-14,Fengler,2024-02-29,2024-03-07,61,14,9,0,30,3,0
2024-02-14,Fengler,2024-03-07,2024-03-28,61,14,12,0,43,9,0
2024-02-14,Fengler,2024-03-28,2024-04-25,61,16,38,0,21,1,0
2024-02-14,Fengler,2024-04-25,2024-06-27,61,16,0,0,21,0,0
2024-02-14,Fengler,2024-06-27,2024-12-26,61,31,12,0,37,2,0
2024-03-01,Fengler,2024-03-14,2024-03-21,61,14,27,0,19,3,0
2024-03-01,Fengler,2024-03-21,2024-03-28,61,14,0,0,19,0,0
2024-03-01,Fengler,2024-03-28,2024-04-04,61,12,47,0,15,1,0
2024-03-01,Fengler,2024-04-04,2024-04-25,61,12,2,0,13,0,0
2024-03-01,Fengler,2024-04-25,2024-06-27,61,17,0,0,21,0,0
2024-03-01,Fengler,2024-06-27,2024-12-26,61,29,10,0,39,2,0
2024-03-20,Fengler,2024-03-28,2024-04-04,61,15,0,0,61,0,0
2024-03-20,Fengler,2024-04-04,2024-04-10,61,12,30,0,32,1,0
2024-03-20,Fengler,2024-04-10,2024-04-18,61,11,19,0,14,1,0
2024-03-20,Fengler,2024-04-18,2024-04-25,61,11,0,0,14,0,0
2024-03-20,Fengler,2024-04-25,2024-05-30,61,16,13,0,17,1,0
2024-03-20,Fengler,2024-05-30,2024-06-27,61,16,0,0,17,0,0
2024-03-20,Fengler,2024-06-27,2024-12-26,61,33,4,0,48,2,0
2024-04-09,Fengler,2024-04-18,2024-04-25,61,19,13,0,38,2,0
2024-04-09,Fengler,2024-04-25,2024-05-02,61,15,13,0,26,1,0
2024-04-09,Fengler,2024-05-02,2024-05-09,61,12,20,0,19,3,0
2024-04-09,Fengler,2024-05-09,2024-05-30,61,12,3,0,16,0,0
2024-04-09,Fengler,2024-05-30,2024-06-27,61,18,9,0,43,9,0
2024-04-09,Fengler,2024-06-27,2024-12-26,61,39,5,0,57,1,0
2024-04-29,Fengler,2024-05-09,2024-05-16,61,17,10,0,40,2,0
2024-04-29,Fengler,2024-05-16,2024-05-23,61,14,18,0,23,1,0
2024-04-29,Fengler,2024-05-23,2024-05-30,61,14,27,0,43,26,0
2024-04-29,Fengler,2024-05-30,2024-06-27,61,19,5,0,43,5,0
2024-04-29,Fengler,2024-06-27,2024-07-25,61,14,43,0,21,3,0
2024-04-29,Fengler,2024-07-25,2024-12-26,61,14,0,0,21,0,0
2024-05-16,Fengler,2024-05-23,2024-05-30,61,15,5,0,37,1,0
2024-05-16,Fengler,2024-05-30,2024-06-06,61,13,20,0,17,0,0
2024-05-16,Fengler,2024-06-06,2024-06-27,61,13,0,0,17,0,0
2024-05-16,Fengler,2024-06-27,2024-07-25,61,15,23,0,32,2,0
2024-05-16,Fengler,2024-07-25,2024-12-26,61,15,12,0,40,12,0
2024-06-04,Fengler,2024-06-13,2024-06-20,61,11,3,0,33,1,0
2024-06-04,Fengler,2024-06-20,2024-06-27,61,13,17,0,33,17,0
2024-06-04,Fengler,2024-06-27,2024-07-25,61,15,44,0,20,3,0
2024-06-04,Fengler,2024-07-25,2024-08-29,61,14,0,0,20,0,0
2024-06-04,Fengler,2024-08-29,2024-09-26,61,14,0,0,24,0,0
2024-06-04,Fengler,2024-09-26,2024-12-26,61,29,0,0,41,0,0
2024-06-21,Fengler,2024-07-04,2024-07-11,61,17,18,0,30,2,0
2024-06-21,Fengler,2024-07-11,2024-07-18,61,14,12,0,20,2,0
2024-06-21,Fengler,2024-07-18,2024-07-25,61,13,2,0,19,1,0
2024-06-21,Fengler,2024-07-25,2024-08-29,61,18,22,0,24,1,0
2024-06-21,Fengler,2024-08-29,2024-09-26,61,18,0,0,24,0,0
2024-06-21,Fengler,2024-09-26,2024-12-26,61,34,5,0,54,2,0
2024-07-09,Fengler,2024-07-18,2024-07-25,61,16,7,0,24,0,0
2024-07-09,Fengler,2024-07-25,2024-08-01,61,12,18,0,14,0,0
2024-07-09,Fengler,2024-08-01,2024-08-08,61,11,0,0,15,0,0
2024-07-09,Fengler,2024-08-08,2024-08-29,61,10,18,0,14,1,0
2024-07-09,Fengler,2024-08-29,2024-09-26,61,18,0,0,23,0,0
2024-07-09,Fengler,2024-09-26,2024-12-26,61,20,14,0,28,0,0
2024-07-26,Fengler,2024-08-08,2024-08-14,61,18,0,0,40,0,0
2024-07-26,Fengler,2024-08-14,2024-08-22,61,14,44,0,20,3,0
2024-07-26,Fengler,2024-08-22,2024-08-29,61,14,1,0,19,0,0
2024-07-26,Fengler,2024-08-29,2024-09-26,61,26,0,0,49,0,0
2024-07-26,Fengler,2024-09-26,2024-10-31,61,15,40,0,24,3,0
2024-07-26,Fengler,2024-10-31,2024-12-26,61,15,0,0,24,0,0
2024-08-13,Fengler,2024-08-22,2024-08-29,61,16,13,0,23,3,0
2024-08-13,Fengler,2024-08-29,2024-09-05,61,16,31,1,22,2,1
2024-08-13,Fengler,2024-09-05,2024-09-12,61,11,9,0,13,0,0
2024-08-13,Fengler,2024-09-12,2024-09-26,61,11,0,0,14,0,0
2024-08-13,Fengler,2024-09-26,2024-10-31,61,14,42,0,19,1,0
2024-08-13,Fengler,2024-10-31,2024-12-26,61,14,0,0,19,0,0
2024-08-30,Fengler,2024-09-12,2024-09-19,61,16,27,0,25,3,0
2024-08-30,Fengler,2024-09-19,2024-09-26,61,16,14,0,34,11,0
2024-08-30,Fengler,2024-09-26,2024-10-03,61,10,46,0,14,2,0
2024-08-30,Fengler,2024-10-03,2024-10-31,61,9,1,0,13,0,0
2024-08-30,Fengler,2024-10-31,2024-11-28,61,9,14,0,16,2,0
2024-08-30,Fengler,2024-11-28,2024-12-26,61,9,0,0,16,0,0
2024-08-30,Fengler,2024-12-26,2025-03-27,61,35,3,0,54,1,0
2024-09-17,Fengler,2024-09-26,2024-10-03,61,14,29,0,34,2,0
2024-09-17,Fengler,2024-10-03,2024-10-10,61,14,14,0,25,5,0
2024-09-17,Fengler,2024-10-10,2024-10-17,61,11,13,0,13,1,0
2024-09-17,Fengler,2024-10-17,2024-10-31,61,11,0,0,13,0,0
2024-09-17,Fengler,2024-10-31,2024-11-28,61,13,0,0,24,0,0
2024-09-17,Fengler,2024-11-28,2024-12-26,61,13,42,0,61,42,0
2024-09-17,Fengler,2024-12-26,2025-03-27,61,35,6,0,55,0,0
2024-10-04,Fengler,2024-10-17,2024-10-24,61,14,2,1,17,2,1
2024-10-04,Fengler,2024-10-24,2024-10-31,61,13,0,0,17,0,0
2024-10-04,Fengler,2024-10-31,2024-11-07,61,11,25,0,14,1,0
2024-10-04,Fengler,2024-11-07,2024-11-28,61,11,0,0,14,0,0
2024-10-04,Fengler,2024-11-28,2024-12-26,61,13,15,0,34,15,0
2024-10-04,Fengler,2024-12-26,2025-03-27,61,35,0,0,61,0,0
2024-10-22,Fengler,2024-10-31,2024-11-07,61,13,3,0,34,1,0
2024-10-22,Fengler,2024-11-07,2024-11-14,61,11,21,0,13,0,0
2024-10-22,Fengler,2024-11-14,2024-11-21,61,9,1,0,13,1,0
2024-10-22,Fengler,2024-11-21,2024-11-28,61,9,0,0,14,0,0
2024-10-22,Fengler,2024-11-28,2024-12-26,61,15,5,0,35,5,0
2024-10-22,Fengler,2024-12-26,2025-03-27,61,35,9,0,56,4,0
2024-11-08,Fengler,2024-11-21,2024-11-28,61,16,2,0,41,0,0
2024-11-08,Fengler,2024-11-28,2024-12-05,61,13,26,0,17,2,0
2024-11-08,Fengler,2024-12-05,2024-12-26,61,13,0,0,17,0,0
2024-11-08,Fengler,2024-12-26,2025-01-30,61,16,16,0,45,1,0
2024-11-08,Fengler,2025-01-30,2025-03-27,61,16,23,0,45,23,0
2024-11-28,Fengler,2024-12-05,2024-12-12,61,13,30,0,22,3,0
2024-11-28,Fengler,2024-12-12,2024-12-19,61,10,6,0,16,0,0
2024-11-28,Fengler,2024-12-19,2024-12-26,61,10,18,0,32,18,0
2024-11-28,Fengler,2024-12-26,2025-01-30,61,15,42,0,19,0,0
2024-11-28,Fengler,2025-01-30,2025-03-27,61,15,0,0,19,0,0
2024-11-28,Fengler,2025-03-27,2025-06-26,61,27,18,0,43,4,0
2024-12-16,Fengler,2024-12-26,2025-01-02,61,16,37,0,28,5,0
2024-12-16,Fengler,2025-01-02,2025-01-09,61,10,15,0,14,1,0
2024-12-16,Fengler,2025-01-09,2025-01-30,61,10,0,0,14,0,0
2024-12-16,Fengler,2025-01-30,2025-02-27,61,13,4,0,17,1,0
2024-12-16,Fengler,2025-02-27,2025-03-27,61,13,0,0,17,0,0
2024-12-16,Fengler,2025-03-27,2025-06-26,61,24,18,0,35,2,0
2025-01-02,Fengler,2025-01-09,2025-01-16,61,14,33,0,39,11,0
2025-01-02,Fengler,2025-01-16,2025-01-23,61,13,10,0,31,2,0
2025-01-02,Fengler,2025-01-23,2025-01-30,61,13,16,0,18,3,0
2025-01-02,Fengler,2025-01-30,2025-02-27,61,15,20,0,19,0,0
2025-01-02,Fengler,2025-02-27,2025-03-27,61,15,0,0,20,0,0
2025-01-02,Fengler,2025-03-27,2025-06-26,61,33,12,0,51,2,0
2025-01-02,Fengler,2025-06-26,2025-12-24,61,28,12,0,40,1,0
2025-01-20,Fengler,2025-01-30,2025-02-06,61,18,0,0,41,0,0
2025-01-20,Fengler,2025-02-06,2025-02-13,61,14,6,2,40,3,2
2025-01-20,Fengler,2025-02-13,2025-02-27,61,13,0,0,40,0,0
2025-01-20,Fengler,2025-02-27,2025-03-27,61,17,14,0,40,14,0
2025-01-20,Fengler,2025-03-27,2025-06-26,61,38,6,0,56,1,0
2025-01-20,Fengler,2025-06-26,2025-12-24,61,33,9,0,48,1,0
2025-02-05,Fengler,2025-02-13,2025-02-20,61,12,19,0,15,1,0
2025-02-05,Fengler,2025-02-20,2025-02-27,61,12,0,0,15,0,0
2025-02-05,Fengler,2025-02-27,2025-03-06,61,14,20,0,19,1,0
2025-02-05,Fengler,2025-03-06,2025-03-27,61,15,17,0,42,17,0
2025-02-05,Fengler,2025-03-27,2025-04-24,61,14,43,0,20,2,0
2025-02-05,Fengler,2025-04-24,2025-06-26,61,14,0,0,20,0,0
2025-02-05,Fengler,2025-06-26,2025-12-24,61,33,12,0,47,2,0
2025-02-21,Fengler,2025-03-06,2025-03-13,61,15,21,0,32,10,0
2025-02-21,Fengler,2025-03-13,2025-03-20,61,13,2,0,31,1,0
2025-02-21,Fengler,2025-03-20,2025-03-27,61,13,4,0,33,4,0
2025-02-21,Fengler,2025-03-27,2025-04-24,61,14,41,0,21,1,0
2025-02-21,Fengler,2025-04-24,2025-06-26,61,14,0,0,21,0,0
2025-02-21,Fengler,2025-06-26,2025-12-24,61,30,14,0,46,0,0
2025-03-12,Fengler,2025-03-20,2025-03-27,61,16,23,0,49,11,0
2025-03-12,Fengler,2025-03-27,2025-04-03,61,15,10,0,40,1,0
2025-03-12,Fengler,2025-04-03,2025-04-09,61,12,27,0,14,1,0
2025-03-12,Fengler,2025-04-09,2025-04-24,61,12,0,0,14,0,0
2025-03-12,Fengler,2025-04-24,2025-05-29,61,13,21,0,19,0,0
2025-03-12,Fengler,2025-05-29,2025-06-26,61,13,0,0,20,0,0
2025-03-12,Fengler,2025-06-26,2025-12-24,61,34,16,0,47,2,0
2025-04-01,Fengler,2025-04-09,2025-04-17,61,15,6,0,26,1,0
2025-04-01,Fengler,2025-04-17,2025-04-24,61,15,7,0,40,7,0
2025-04-01,Fengler,2025-04-24,2025-04-30,61,13,4,0,38,2,0
2025-04-01,Fengler,2025-04-30,2025-05-29,61,13,20,0,18,0,0
2025-04-01,Fengler,2025-05-29,2025-06-26,61,17,0,0,24,0,0
2025-04-01,Fengler,2025-06-26,2025-12-24,61,32,14,0,45,2,0
2025-04-22,Fengler,2025-04-30,2025-05-08,61,18,2,0,31,0,0
2025-04-22,Fengler,2025-05-08,2025-05-15,61,17,3,1,41,2,1
2025-04-22,Fengler,2025-05-15,2025-05-29,61,17,17,0,25,1,0
2025-04-22,Fengler,2025-05-29,2025-06-26,61,19,0,0,25,0,0
2025-04-22,Fengler,2025-06-26,2025-09-25,61,34,5,0,58,2,0
2025-04-22,Fengler,2025-09-25,2025-12-24,61,34,7,0,54,3,0
2025-05-09,Fengler,2025-05-22,2025-05-29,61,13,5,0,21,1,0
2025-05-09,Fengler,2025-05-29,2025-06-05,61,11,16,0,18,4,0
2025-05-09,Fengler,2025-06-05,2025-06-26,61,11,0,0,18,0,0
2025-05-09,Fengler,2025-06-26,2025-07-31,61,13,43,0,21,3,0
2025-05-09,Fengler,2025-07-31,2025-09-25,61,13,0,0,21,0,0
2025-05-09,Fengler,2025-09-25,2025-12-24,61,33,9,0,52,5,0
2025-05-27,Fengler,2025-06-05,2025-06-12,61,12,15,0,15,1,0
2025-05-27,Fengler,2025-06-12,2025-06-19,61,11,2,0,14,1,0
2025-05-27,Fengler,2025-06-19,2025-06-26,61,13,0,0,16,0,0
2025-05-27,Fengler,2025-06-26,2025-07-31,61,16,37,0,24,0,0
2025-05-27,Fengler,2025-07-31,2025-09-25,61,16,0,0,24,0,0
2025-05-27,Fengler,2025-09-25,2025-12-24,61,36,0,0,51,0,0
2025-06-12,Fengler,2025-06-19,2025-06-26,61,13,0,0,33,0,0
2025-06-12,Fengler,2025-06-26,2025-07-03,61,13,44,0,20,3,0
2025-06-12,Fengler,2025-07-03,2025-07-10,61,12,6,0,15,1,0
2025-06-12,Fengler,2025-07-10,2025-07-31,61,12,0,0,15,0,0
2025-06-12,Fengler,2025-07-31,2025-08-28,61,12,4,0,19,1,0
2025-06-12,Fengler,2025-08-28,2025-09-25,61,12,0,0,19,0,0
2025-06-12,Fengler,2025-09-25,2025-12-24,61,39,11,0,55,5,0
2025-06-30,Fengler,2025-07-10,2025-07-17,61,15,5,0,45,1,0
2025-06-30,Fengler,2025-07-17,2025-07-24,61,13,28,0,17,0,0
2025-06-30,Fengler,2025-07-24,2025-07-31,61,13,1,0,17,1,0
2025-06-30,Fengler,2025-07-31,2025-08-28,61,15,9,0,22,2,0
2025-06-30,Fengler,2025-08-28,2025-09-25,61,15,0,0,22,0,0
2025-06-30,Fengler,2025-09-25,2025-12-24,61,40,0,0,54,0,0
2025-07-16,Fengler,2025-07-24,2025-07-31,61,15,0,0,38,0,0
2025-07-16,Fengler,2025-07-31,2025-08-07,61,14,28,0,26,6,0
2025-07-16,Fengler,2025-08-07,2025-08-14,61,10,14,0,14,2,0
2025-07-16,Fengler,2025-08-14,2025-08-28,61,10,0,0,14,0,0
2025-07-16,Fengler,2025-08-28,2025-09-25,61,15,0,0,24,0,0
2025-07-16,Fengler,2025-09-25,2025-12-24,61,40,0,0,56,0,0
2025-08-01,Fengler,2025-08-14,2025-08-21,61,12,6,0,19,1,0
2025-08-01,Fengler,2025-08-21,2025-08-28,61,12,17,0,27,11,0
2025-08-01,Fengler,2025-08-28,2025-09-02,61,10,16,0,13,1,0
2025-08-01,Fengler,2025-09-02,2025-09-30,61,10,0,0,13,0,0
2025-08-01,Fengler,2025-09-30,2025-10-28,61,12,41,0,16,1,0
2025-08-01,Fengler,2025-10-28,2025-12-30,61,12,0,0,16,0,0
2025-08-20,Fengler,2025-08-28,2025-09-02,61,15,19,0,43,1,0
2025-08-20,Fengler,2025-09-02,2025-09-09,61,15,19,0,26,2,0
2025-08-20,Fengler,2025-09-09,2025-09-16,61,4,20,0,7,1,0
2025-08-20,Fengler,2025-09-16,2025-09-30,61,4,0,0,7,0,0
2025-08-20,Fengler,2025-09-30,2025-10-28,61,14,42,0,20,1,0
2025-08-20,Fengler,2025-10-28,2025-12-30,61,14,0,0,20,0,0
2025-08-20,Fengler,2025-12-30,2026-03-31,61,32,15,0,47,4,0
2025-09-08,Fengler,2025-09-16,2025-09-23,61,13,0,0,21,0,0
2025-09-08,Fengler,2025-09-23,2025-09-30,61,13,41,0,61,41,0
2025-09-08,Fengler,2025-09-30,2025-10-07,61,11,42,0,22,3,0
2025-09-08,Fengler,2025-10-07,2025-10-28,61,11,7,0,16,1,0
2025-09-08,Fengler,2025-10-28,2025-11-25,61,11,0,0,17,0,0
2025-09-08,Fengler,2025-11-25,2025-12-30,61,12,21,0,34,17,0
2025-09-08,Fengler,2025-12-30,2026-03-31,61,32,12,0,47,2,0
2025-09-24,Fengler,2025-10-07,2025-10-14,61,15,24,0,19,2,0
2025-09-24,Fengler,2025-10-14,2025-10-20,61,12,0,0,19,0,0
2025-09-24,Fengler,2025-10-20,2025-10-28,61,12,1,0,22,0,0
2025-09-24,Fengler,2025-10-28,2025-11-25,61,16,1,0,22,1,0
2025-09-24,Fengler,2025-11-25,2025-12-30,61,16,0,0,43,0,0
2025-09-24,Fengler,2025-12-30,2026-03-31,61,32,14,0,52,5,0
2025-10-13,Fengler,2025-10-20,2025-10-28,61,15,2,0,24,1,0
2025-10-13,Fengler,2025-10-28,2025-11-04,61,14,5,0,42,1,0
2025-10-13,Fengler,2025-11-04,2025-11-11,61,12,25,0,18,1,0
2025-10-13,Fengler,2025-11-11,2025-11-25,61,12,2,0,18,0,0
2025-10-13,Fengler,2025-11-25,2025-12-30,61,14,0,0,19,0,0
2025-10-13,Fengler,2025-12-30,2026-03-31,61,36,9,0,53,1,0
2025-10-31,Fengler,2025-11-11,2025-11-18,61,14,0,0,20,0,0
2025-10-31,Fengler,2025-11-18,2025-11-25,61,14,17,0,45,1,0
2025-10-31,Fengler,2025-11-25,2025-12-02,61,10,33,0,13,1,0
2025-10-31,Fengler,2025-12-02,2025-12-30,61,10,0,0,13,0,0
2025-10-31,Fengler,2025-12-30,2026-01-27,61,11,46,0,17,2,0
2025-10-31,Fengler,2026-01-27,2026-03-31,61,11,0,0,17,0,0
2025-10-31,Fengler,2026-03-31,2026-06-30,61,30,6,0,50,1,0
2025-11-19,Fengler,2025-12-02,2025-12-09,61,13,18,0,18,1,0
2025-11-19,Fengler,2025-12-09,2025-12-16,61,12,3,0,17,2,0
2025-11-19,Fengler,2025-12-16,2025-12-23,61,9,17,0,12,1,0
2025-11-19,Fengler,2025-12-23,2025-12-30,61,9,0,0,12,0,0
2025-11-19,Fengler,2025-12-30,2026-01-27,61,13,46,0,15,0,0
2025-11-19,Fengler,2026-01-27,2026-03-31,61,13,0,0,15,0,0
2025-11-19,Fengler,2026-03-31,2026-06-30,61,34,2,0,49,0,0
2025-12-05,Fengler,2025-12-16,2025-12-23,61,13,2,0,30,1,0
2025-12-05,Fengler,2025-12-23,2025-12-30,61,13,13,0,28,11,0
2025-12-05,Fengler,2025-12-30,2026-01-06,61,11,46,0,15,2,0
2025-12-05,Fengler,2026-01-06,2026-01-27,61,11,1,0,14,0,0
2025-12-05,Fengler,2026-01-27,2026-02-24,61,12,4,0,18,1,0
2025-12-05,Fengler,2026-02-24,2026-03-31,61,12,0,0,18,0,0
2025-12-05,Fengler,2026-03-31,2026-06-30,61,36,11,0,51,6,0
2025-12-23,Fengler,2025-12-30,2026-01-06,61,13,16,0,46,1,0
2025-12-23,Fengler,2026-01-06,2026-01-13,61,12,2,0,44,0,0
2025-12-23,Fengler,2026-01-13,2026-01-20,61,9,34,0,12,2,0
2025-12-23,Fengler,2026-01-20,2026-01-27,61,10,15,0,15,1,0
2025-12-23,Fengler,2026-01-27,2026-02-24,61,13,15,0,20,2,0
2025-12-23,Fengler,2026-02-24,2026-03-31,61,13,0,0,20,0,0
2025-12-23,Fengler,2026-03-31,2026-06-30,61,37,2,0,53,2,0
2026-01-09,Fengler,2026-01-20,2026-01-27,61,13,14,0,24,3,0
2026-01-09,Fengler,2026-01-27,2026-02-03,61,13,0,0,25,0,0
2026-01-09,Fengler,2026-02-03,2026-02-10,61,10,8,0,29,1,0
2026-01-09,Fengler,2026-02-10,2026-02-24,61,10,17,0,13,1,0
2026-01-09,Fengler,2026-02-24,2026-03-30,61,12,0,0,17,0,0
2026-01-09,Fengler,2026-03-30,2026-06-30,61,35,2,0,47,0,0
2026-01-09,Fengler,2026-06-30,2026-12-29,61,37,0,0,49,0,0
2026-01-29,Fengler,2026-02-10,2026-02-17,61,14,19,0,37,19,0
2026-01-29,Fengler,2026-02-17,2026-02-24,61,14,18,1,23,4,1
2026-01-29,Fengler,2026-02-24,2026-03-02,61,12,7,1,42,2,1
2026-01-29,Fengler,2026-03-02,2026-03-30,61,12,23,0,42,23,0
2026-01-29,Fengler,2026-03-30,2026-04-28,61,10,43,0,20,2,0
2026-01-29,Fengler,2026-04-28,2026-06-30,61,10,0,0,20,0,0
2026-01-29,Fengler,2026-06-30,2026-12-29,61,39,4,0,58,1,0
