variant,n_folds,calendar_viol_pct,folds_with_cal_viol,worst_fold_cal_pct,min_dwdtau,butterfly_viol_pct,cal_viol_pct_ext,folds_with_cal_viol_ext,min_dwdtau_ext,label
hard,17,0.0,0,0.0,0.0108550414443016,0.34030140982012297,0.0,0,0.0079562626779079,A. v3 hard (published repl.)
soft_broad,17,42.802091608665236,17,70.53013505341666,-13.555419921875,61.24713945243487,33.5285817612673,17,-13.555419921875,"B. v3-soft, broad colloc."
soft_targeted,17,23.37408254977056,17,93.87220318484177,-8.351675033569336,69.83530360340063,17.25102861140424,17,-8.351675033569336,"C. v3-soft, targeted colloc."
hard_cal_only,17,0.0,0,0.0,0.0095418188720941,5.702123623083577,0.0,0,0.006529820151627,"D. v3 hard, no bfly penalty"
soft_cal_only,17,0.1671864069151141,2,2.05603708929651,-0.1259206682443618,19.934311156431928,0.12568623498583,2,-0.1259206682443618,"E. v3-soft, no bfly penalty"
