method,strike,iv_actual,iv_pred,k,tau,date,expiry
Fengler,16750.0,0.1696747740225355,0.169497793704505,-0.019419176556851207,0.0191780821917808,2021-12-23,2021-12-30
Fengler,17200.0,0.1440066116930811,0.1450623817177684,0.007091948991480606,0.0191780821917808,2021-12-23,2021-12-30
Fengler,17550.0,0.142705066012955,0.1432497400887449,0.027236515083948143,0.0191780821917808,2021-12-23,2021-12-30
Fengler,17700.0,0.1494417238814453,0.1496392882572556,0.03574720475185678,0.0191780821917808,2021-12-23,2021-12-30
Fengler,18300.0,0.2211084706082252,0.2218707835605913,0.06908362501944859,0.0191780821917808,2021-12-23,2021-12-30
Fengler,18350.0,0.2272636875956551,0.2285015203588593,0.07181213967265268,0.0191780821917808,2021-12-23,2021-12-30
Fengler,18450.0,0.2413419919057912,0.241471811553223,0.07724693565860953,0.0191780821917808,2021-12-23,2021-12-30
Fengler,18750.0,0.278308867658486,0.2784308102334644,0.09337631758849316,0.0191780821917808,2021-12-23,2021-12-30
Fengler,18900.0,0.2958697846985733,0.2974038187013336,0.10134448723767003,0.0191780821917808,2021-12-23,2021-12-30
Fengler,19050.0,0.3074157326339527,0.3160197208510038,0.10924966674478331,0.0191780821917808,2021-12-23,2021-12-30
Fengler,19950.0,0.421867389637342,0.419125969350099,0.1554117085079458,0.0191780821917808,2021-12-23,2021-12-30
Fengler,20000.0,0.4278956855759677,0.4247969862948771,0.1579148387260642,0.0191780821917808,2021-12-23,2021-12-30
NN v3,15200.0,0.36445730840037843,0.40240357348734995,-0.11652200697569592,0.019178082191780823,2021-12-23,2021-12-30
NN v3,16650.0,0.1785883217115116,0.24884857638725516,-0.025407218401473853,0.019178082191780823,2021-12-23,2021-12-30
NN v3,16750.0,0.16967477402253558,0.24156633198102406,-0.019419176556851207,0.019178082191780823,2021-12-23,2021-12-30
NN v3,17200.0,0.1440066116930811,0.21617675632486394,0.007091948991480606,0.019178082191780823,2021-12-23,2021-12-30
NN v3,17550.0,0.14270506601295507,0.2041693197989159,0.027236515083948143,0.019178082191780823,2021-12-23,2021-12-30
NN v3,17700.0,0.14944172388144533,0.20084799820527102,0.03574720475185678,0.019178082191780823,2021-12-23,2021-12-30
NN v3,18300.0,0.22110847060822525,0.19687422070151667,0.06908362501944859,0.019178082191780823,2021-12-23,2021-12-30
NN v3,18350.0,0.22726368759565516,0.19713960666406655,0.07181213967265268,0.019178082191780823,2021-12-23,2021-12-30
NN v3,18450.0,0.24134199190579128,0.19791407013396697,0.07724693565860953,0.019178082191780823,2021-12-23,2021-12-30
NN v3,18750.0,0.27830886765848606,0.20203429843693363,0.09337631758849316,0.019178082191780823,2021-12-23,2021-12-30
NN v3,18900.0,0.2958697846985733,0.20499863389606007,0.10134448723767003,0.019178082191780823,2021-12-23,2021-12-30
NN v3,19050.0,0.3074157326339527,0.20848849939367028,0.10924966674478331,0.019178082191780823,2021-12-23,2021-12-30
NN v3,19950.0,0.42186738963734205,0.2375107930635479,0.1554117085079458,0.019178082191780823,2021-12-23,2021-12-30
NN v3,20000.0,0.42789568557596774,0.2394126067780161,0.1579148387260642,0.019178082191780823,2021-12-23,2021-12-30
NN v3,15200.0,0.36445730840037843,0.40240357348734995,-0.11652200697569592,0.019178082191780823,2021-12-23,2021-12-30
NN v3,16650.0,0.1785883217115116,0.24884857638725516,-0.025407218401473853,0.019178082191780823,2021-12-23,2021-12-30
NN v3,16750.0,0.16967477402253558,0.24156633198102406,-0.019419176556851207,0.019178082191780823,2021-12-23,2021-12-30
NN v3,17200.0,0.1440066116930811,0.21617675632486394,0.007091948991480606,0.019178082191780823,2021-12-23,2021-12-30
NN v3,17550.0,0.14270506601295507,0.2041693197989159,0.027236515083948143,0.019178082191780823,2021-12-23,2021-12-30
NN v3,17700.0,0.14944172388144533,0.20084799820527102,0.03574720475185678,0.019178082191780823,2021-12-23,2021-12-30
NN v3,18300.0,0.22110847060822525,0.19687422070151667,0.06908362501944859,0.019178082191780823,2021-12-23,2021-12-30
NN v3,18350.0,0.22726368759565516,0.19713960666406655,0.07181213967265268,0.019178082191780823,2021-12-23,2021-12-30
NN v3,18450.0,0.24134199190579128,0.19791407013396697,0.07724693565860953,0.019178082191780823,2021-12-23,2021-12-30
NN v3,18750.0,0.27830886765848606,0.20203429843693363,0.09337631758849316,0.019178082191780823,2021-12-23,2021-12-30
NN v3,18900.0,0.2958697846985733,0.20499863389606007,0.10134448723767003,0.019178082191780823,2021-12-23,2021-12-30
NN v3,19050.0,0.3074157326339527,0.20848849939367028,0.10924966674478331,0.019178082191780823,2021-12-23,2021-12-30
NN v3,19950.0,0.42186738963734205,0.2375107930635479,0.1554117085079458,0.019178082191780823,2021-12-23,2021-12-30
NN v3,20000.0,0.42789568557596774,0.2394126067780161,0.1579148387260642,0.019178082191780823,2021-12-23,2021-12-30
NN v3,15200.0,0.36445730840037843,0.40240357348734995,-0.11652200697569592,0.019178082191780823,2021-12-23,2021-12-30
NN v3,16650.0,0.1785883217115116,0.24884857638725516,-0.025407218401473853,0.019178082191780823,2021-12-23,2021-12-30
NN v3,16750.0,0.16967477402253558,0.24156633198102406,-0.019419176556851207,0.019178082191780823,2021-12-23,2021-12-30
NN v3,17200.0,0.1440066116930811,0.21617675632486394,0.007091948991480606,0.019178082191780823,2021-12-23,2021-12-30
NN v3,17550.0,0.14270506601295507,0.2041693197989159,0.027236515083948143,0.019178082191780823,2021-12-23,2021-12-30
NN v3,17700.0,0.14944172388144533,0.20084799820527102,0.03574720475185678,0.019178082191780823,2021-12-23,2021-12-30
NN v3,18300.0,0.22110847060822525,0.19687422070151667,0.06908362501944859,0.019178082191780823,2021-12-23,2021-12-30
NN v3,18350.0,0.22726368759565516,0.19713960666406655,0.07181213967265268,0.019178082191780823,2021-12-23,2021-12-30
NN v3,18450.0,0.24134199190579128,0.19791407013396697,0.07724693565860953,0.019178082191780823,2021-12-23,2021-12-30
NN v3,18750.0,0.27830886765848606,0.20203429843693363,0.09337631758849316,0.019178082191780823,2021-12-23,2021-12-30
NN v3,18900.0,0.2958697846985733,0.20499863389606007,0.10134448723767003,0.019178082191780823,2021-12-23,2021-12-30
NN v3,19050.0,0.3074157326339527,0.20848849939367028,0.10924966674478331,0.019178082191780823,2021-12-23,2021-12-30
NN v3,19950.0,0.42186738963734205,0.2375107930635479,0.1554117085079458,0.019178082191780823,2021-12-23,2021-12-30
NN v3,20000.0,0.42789568557596774,0.2394126067780161,0.1579148387260642,0.019178082191780823,2021-12-23,2021-12-30
NN v3,15200.0,0.36445730840037843,0.40240357348734995,-0.11652200697569592,0.019178082191780823,2021-12-23,2021-12-30
NN v3,16650.0,0.1785883217115116,0.24884857638725516,-0.025407218401473853,0.019178082191780823,2021-12-23,2021-12-30
NN v3,16750.0,0.16967477402253558,0.24156633198102406,-0.019419176556851207,0.019178082191780823,2021-12-23,2021-12-30
NN v3,17200.0,0.1440066116930811,0.21617675632486394,0.007091948991480606,0.019178082191780823,2021-12-23,2021-12-30
NN v3,17550.0,0.14270506601295507,0.2041693197989159,0.027236515083948143,0.019178082191780823,2021-12-23,2021-12-30
NN v3,17700.0,0.14944172388144533,0.20084799820527102,0.03574720475185678,0.019178082191780823,2021-12-23,2021-12-30
NN v3,18300.0,0.22110847060822525,0.19687422070151667,0.06908362501944859,0.019178082191780823,2021-12-23,2021-12-30
NN v3,18350.0,0.22726368759565516,0.19713960666406655,0.07181213967265268,0.019178082191780823,2021-12-23,2021-12-30
NN v3,18450.0,0.24134199190579128,0.19791407013396697,0.07724693565860953,0.019178082191780823,2021-12-23,2021-12-30
NN v3,18750.0,0.27830886765848606,0.20203429843693363,0.09337631758849316,0.019178082191780823,2021-12-23,2021-12-30
NN v3,18900.0,0.2958697846985733,0.20499863389606007,0.10134448723767003,0.019178082191780823,2021-12-23,2021-12-30
NN v3,19050.0,0.3074157326339527,0.20848849939367028,0.10924966674478331,0.019178082191780823,2021-12-23,2021-12-30
NN v3,19950.0,0.42186738963734205,0.23751078028470196,0.1554117085079458,0.019178082191780823,2021-12-23,2021-12-30
NN v3,20000.0,0.42789568557596774,0.23941258142334534,0.1579148387260642,0.019178082191780823,2021-12-23,2021-12-30
SVI,18100.0,0.4546535974169311,0.4482857671024853,-0.1734169267030916,0.019178082191780823,2024-01-18,2024-01-25
SVI,19300.0,0.30941327598164686,0.3121438898814887,-0.10922376906403175,0.019178082191780823,2024-01-18,2024-01-25
SVI,20000.0,0.23428876771838963,0.23713627213656222,-0.07359659142088065,0.019178082191780823,2024-01-18,2024-01-25
SVI,20100.0,0.22353759470842285,0.22702686529029056,-0.06860904990984153,0.019178082191780823,2024-01-18,2024-01-25
SVI,20800.0,0.16758279048944102,0.1647797211629634,-0.03437587826759934,0.019178082191780823,2024-01-18,2024-01-25
SVI,20850.0,0.1644196265249696,0.16117555635422717,-0.0319749167300612,0.019178082191780823,2024-01-18,2024-01-25
SVI,21600.0,0.13944582610916226,0.13171611289974214,0.0033644497152477194,0.019178082191780823,2024-01-18,2024-01-25
SVI,21750.0,0.13922537813183972,0.1327338039674391,0.010284892559821533,0.019178082191780823,2024-01-18,2024-01-25
SVI,21850.0,0.1387330803576026,0.13475656799048924,0.014872056566727538,0.019178082191780823,2024-01-18,2024-01-25
SVI,22200.0,0.14674624116378343,0.14930457139635336,0.030763423903362074,0.019178082191780823,2024-01-18,2024-01-25
SVI,22650.0,0.17246463565086045,0.1804464107890411,0.05083098695417143,0.019178082191780823,2024-01-18,2024-01-25
SVI,22800.0,0.18591190388695591,0.19280582954475398,0.05743167098552352,0.019178082191780823,2024-01-18,2024-01-25
SVI,22850.0,0.19098186849120916,0.19707851408475424,0.059622252365342014,0.019178082191780823,2024-01-18,2024-01-25
SVI,22950.0,0.2013396979604178,0.20581739896892096,0.06398907153168241,0.019178082191780823,2024-01-18,2024-01-25
SVI,23100.0,0.21518818331686212,0.21933343309476547,0.07050375255287615,0.019178082191780823,2024-01-18,2024-01-25
SVI,23400.0,0.2492038153660819,0.24742786832444139,0.0834071573887841,0.019178082191780823,2024-01-18,2024-01-25
SVI,23450.0,0.2540061559651881,0.252209640796119,0.0855416299174168,0.019178082191780823,2024-01-18,2024-01-25
SVI,23700.0,0.27969970698040814,0.2763937947452669,0.09614618316621391,0.019178082191780823,2024-01-18,2024-01-25
SVI,23850.0,0.29485611485958213,0.291055221178238,0.10245535235947867,0.019178082191780823,2024-01-18,2024-01-25
SSVI,18100.0,0.4546535974169311,0.39978350324966144,-0.1734169267030916,0.019178082191780823,2024-01-18,2024-01-25
SSVI,19300.0,0.30941327598164686,0.32479436011968876,-0.10922376906403175,0.019178082191780823,2024-01-18,2024-01-25
SSVI,20000.0,0.23428876771838963,0.27474379800546156,-0.07359659142088065,0.019178082191780823,2024-01-18,2024-01-25
SSVI,20100.0,0.22353759470842285,0.26702784845085265,-0.06860904990984153,0.019178082191780823,2024-01-18,2024-01-25
SSVI,20800.0,0.16758279048944102,0.20735809574568864,-0.03437587826759934,0.019178082191780823,2024-01-18,2024-01-25
SSVI,20850.0,0.1644196265249696,0.2026430190360569,-0.0319749167300612,0.019178082191780823,2024-01-18,2024-01-25
SSVI,21600.0,0.13944582610916226,0.1369055866542612,0.0033644497152477194,0.019178082191780823,2024-01-18,2024-01-25
SSVI,21750.0,0.13922537813183972,0.13688820171111252,0.010284892559821533,0.019178082191780823,2024-01-18,2024-01-25
SSVI,21850.0,0.1387330803576026,0.14045257471813727,0.014872056566727538,0.019178082191780823,2024-01-18,2024-01-25
SSVI,22200.0,0.14674624116378343,0.16082827245545503,0.030763423903362074,0.019178082191780823,2024-01-18,2024-01-25
SSVI,22650.0,0.17246463565086045,0.18836814934872276,0.05083098695417143,0.019178082191780823,2024-01-18,2024-01-25
SSVI,22800.0,0.18591190388695591,0.19693630207298055,0.05743167098552352,0.019178082191780823,2024-01-18,2024-01-25
SSVI,22850.0,0.19098186849120916,0.19971845041679237,0.059622252365342014,0.019178082191780823,2024-01-18,2024-01-25
SSVI,22950.0,0.2013396979604178,0.20517482452024013,0.06398907153168241,0.019178082191780823,2024-01-18,2024-01-25
SSVI,23100.0,0.21518818331686212,0.21309971008619194,0.07050375255287615,0.019178082191780823,2024-01-18,2024-01-25
SSVI,23400.0,0.2492038153660819,0.22808897152568922,0.0834071573887841,0.019178082191780823,2024-01-18,2024-01-25
SSVI,23450.0,0.2540061559651881,0.2304844108813196,0.0855416299174168,0.019178082191780823,2024-01-18,2024-01-25
SSVI,23700.0,0.27969970698040814,0.24206318399926158,0.09614618316621391,0.019178082191780823,2024-01-18,2024-01-25
SSVI,23850.0,0.29485611485958213,0.2487143686948768,0.10245535235947867,0.019178082191780823,2024-01-18,2024-01-25
ThinPlate,18100.0,0.4546535974169311,0.4436267052627727,-0.1734169267030916,0.019178082191780823,2024-01-18,2024-01-25
ThinPlate,19300.0,0.30941327598164686,0.31161435450880504,-0.10922376906403175,0.019178082191780823,2024-01-18,2024-01-25
ThinPlate,20000.0,0.23428876771838963,0.23360275161081745,-0.07359659142088065,0.019178082191780823,2024-01-18,2024-01-25
ThinPlate,20100.0,0.22353759470842285,0.22443180142857955,-0.06860904990984153,0.019178082191780823,2024-01-18,2024-01-25
ThinPlate,20800.0,0.16758279048944102,0.16785419371538524,-0.03437587826759934,0.019178082191780823,2024-01-18,2024-01-25
ThinPlate,20850.0,0.1644196265249696,0.16462400515192144,-0.0319749167300612,0.019178082191780823,2024-01-18,2024-01-25
ThinPlate,21600.0,0.13944582610916226,0.13985352017917307,0.0033644497152477194,0.019178082191780823,2024-01-18,2024-01-25
ThinPlate,21750.0,0.13922537813183972,0.13861628377050295,0.010284892559821533,0.019178082191780823,2024-01-18,2024-01-25
ThinPlate,21850.0,0.1387330803576026,0.1388136297409659,0.014872056566727538,0.019178082191780823,2024-01-18,2024-01-25
ThinPlate,22200.0,0.14674624116378343,0.14731203099489676,0.030763423903362074,0.019178082191780823,2024-01-18,2024-01-25
ThinPlate,22650.0,0.17246463565086045,0.1732871509578473,0.05083098695417143,0.019178082191780823,2024-01-18,2024-01-25
ThinPlate,22800.0,0.18591190388695591,0.18601529989020094,0.05743167098552352,0.019178082191780823,2024-01-18,2024-01-25
ThinPlate,22850.0,0.19098186849120916,0.19041432138610048,0.059622252365342014,0.019178082191780823,2024-01-18,2024-01-25
ThinPlate,22950.0,0.2013396979604178,0.19950570792391886,0.06398907153168241,0.019178082191780823,2024-01-18,2024-01-25
ThinPlate,23100.0,0.21518818331686212,0.21516508111230337,0.07050375255287615,0.019178082191780823,2024-01-18,2024-01-25
ThinPlate,23400.0,0.2492038153660819,0.24857550608940926,0.0834071573887841,0.019178082191780823,2024-01-18,2024-01-25
ThinPlate,23450.0,0.2540061559651881,0.254187661960799,0.0855416299174168,0.019178082191780823,2024-01-18,2024-01-25
ThinPlate,23700.0,0.27969970698040814,0.2803253788045481,0.09614618316621391,0.019178082191780823,2024-01-18,2024-01-25
ThinPlate,23850.0,0.29485611485958213,0.29520914434134227,0.10245535235947867,0.019178082191780823,2024-01-18,2024-01-25
CubicSpline,18100.0,0.4546535974169311,0.4425662747492401,-0.1734169267030916,0.019178082191780823,2024-01-18,2024-01-25
CubicSpline,19300.0,0.30941327598164686,0.3114241328917185,-0.10922376906403175,0.019178082191780823,2024-01-18,2024-01-25
CubicSpline,20000.0,0.23428876771838963,0.23370041482373127,-0.07359659142088065,0.019178082191780823,2024-01-18,2024-01-25
CubicSpline,20100.0,0.22353759470842285,0.22447139114806788,-0.06860904990984153,0.019178082191780823,2024-01-18,2024-01-25
CubicSpline,20800.0,0.16758279048944102,0.1678534416672142,-0.03437587826759934,0.019178082191780823,2024-01-18,2024-01-25
CubicSpline,20850.0,0.1644196265249696,0.1644720805385132,-0.0319749167300612,0.019178082191780823,2024-01-18,2024-01-25
CubicSpline,21600.0,0.13944582610916226,0.14007010706248862,0.0033644497152477194,0.019178082191780823,2024-01-18,2024-01-25
CubicSpline,21750.0,0.13922537813183972,0.1386186056481314,0.010284892559821533,0.019178082191780823,2024-01-18,2024-01-25
CubicSpline,21850.0,0.1387330803576026,0.13860544304491762,0.014872056566727538,0.019178082191780823,2024-01-18,2024-01-25
CubicSpline,22200.0,0.14674624116378343,0.1474127895464936,0.030763423903362074,0.019178082191780823,2024-01-18,2024-01-25
CubicSpline,22650.0,0.17246463565086045,0.1732290101302625,0.05083098695417143,0.019178082191780823,2024-01-18,2024-01-25
CubicSpline,22800.0,0.18591190388695591,0.18605124831665235,0.05743167098552352,0.019178082191780823,2024-01-18,2024-01-25
CubicSpline,22850.0,0.19098186849120916,0.1903237587896002,0.059622252365342014,0.019178082191780823,2024-01-18,2024-01-25
CubicSpline,22950.0,0.2013396979604178,0.19914491848018054,0.06398907153168241,0.019178082191780823,2024-01-18,2024-01-25
CubicSpline,23100.0,0.21518818331686212,0.21530531372126685,0.07050375255287615,0.019178082191780823,2024-01-18,2024-01-25
CubicSpline,23400.0,0.2492038153660819,0.24860305306345995,0.0834071573887841,0.019178082191780823,2024-01-18,2024-01-25
CubicSpline,23450.0,0.2540061559651881,0.2542665549297402,0.0855416299174168,0.019178082191780823,2024-01-18,2024-01-25
CubicSpline,23700.0,0.27969970698040814,0.28034074119421926,0.09614618316621391,0.019178082191780823,2024-01-18,2024-01-25
CubicSpline,23850.0,0.29485611485958213,0.29300077372578043,0.10245535235947867,0.019178082191780823,2024-01-18,2024-01-25
Fengler,18100.0,0.4546535974169311,0.4483450353559534,-0.1734169267030916,0.0191780821917808,2024-01-18,2024-01-25
Fengler,19300.0,0.3094132759816468,0.3119189871299212,-0.10922376906403175,0.0191780821917808,2024-01-18,2024-01-25
Fengler,20000.0,0.2342887677183896,0.2333693392773188,-0.07359659142088065,0.0191780821917808,2024-01-18,2024-01-25
Fengler,20100.0,0.2235375947084228,0.224211145933975,-0.06860904990984153,0.0191780821917808,2024-01-18,2024-01-25
Fengler,20800.0,0.167582790489441,0.167659928768582,-0.03437587826759934,0.0191780821917808,2024-01-18,2024-01-25
Fengler,20850.0,0.1644196265249696,0.1644784171470498,-0.0319749167300612,0.0191780821917808,2024-01-18,2024-01-25
Fengler,21600.0,0.1394458261091622,0.1397237741274732,0.0033644497152477194,0.0191780821917808,2024-01-18,2024-01-25
Fengler,21750.0,0.1392253781318397,0.1393005508870429,0.010284892559821533,0.0191780821917808,2024-01-18,2024-01-25
Fengler,21850.0,0.1387330803576026,0.1396399579424861,0.014872056566727538,0.0191780821917808,2024-01-18,2024-01-25
Fengler,22200.0,0.1467462411637834,0.1471206627246792,0.030763423903362074,0.0191780821917808,2024-01-18,2024-01-25
Fengler,22650.0,0.1724646356508604,0.1735290095339643,0.05083098695417143,0.0191780821917808,2024-01-18,2024-01-25
Fengler,22800.0,0.1859119038869559,0.1856107720043611,0.05743167098552352,0.0191780821917808,2024-01-18,2024-01-25
Fengler,22850.0,0.1909818684912091,0.1899694767455625,0.059622252365342014,0.0191780821917808,2024-01-18,2024-01-25
Fengler,22950.0,0.2013396979604178,0.1993029453497016,0.06398907153168241,0.0191780821917808,2024-01-18,2024-01-25
Fengler,23100.0,0.2151881833168621,0.2150394655515639,0.07050375255287615,0.0191780821917808,2024-01-18,2024-01-25
Fengler,23400.0,0.2492038153660819,0.2481298387821506,0.0834071573887841,0.0191780821917808,2024-01-18,2024-01-25
Fengler,23450.0,0.2540061559651881,0.2535369820044273,0.0855416299174168,0.0191780821917808,2024-01-18,2024-01-25
Fengler,23700.0,0.2796997069804081,0.2801967483598161,0.09614618316621391,0.0191780821917808,2024-01-18,2024-01-25
Fengler,23850.0,0.2948561148595821,0.295993921112592,0.10245535235947867,0.0191780821917808,2024-01-18,2024-01-25
NN v3,18100.0,0.4546535974169311,0.4296082678654538,-0.1734169267030916,0.019178082191780823,2024-01-18,2024-01-25
NN v3,19300.0,0.30941327598164686,0.34451535585887216,-0.10922376906403175,0.019178082191780823,2024-01-18,2024-01-25
NN v3,20000.0,0.23428876771838963,0.28674365455795675,-0.07359659142088065,0.019178082191780823,2024-01-18,2024-01-25
NN v3,20100.0,0.22353759470842285,0.2782097144981485,-0.06860904990984153,0.019178082191780823,2024-01-18,2024-01-25
NN v3,20800.0,0.16758279048944102,0.22217452104718502,-0.03437587826759934,0.019178082191780823,2024-01-18,2024-01-25
NN v3,20850.0,0.1644196265249696,0.21867188100664406,-0.0319749167300612,0.019178082191780823,2024-01-18,2024-01-25
NN v3,21600.0,0.13944582610916226,0.1792798955569527,0.0033644497152477194,0.019178082191780823,2024-01-18,2024-01-25
NN v3,21750.0,0.13922537813183972,0.17458781973465878,0.010284892559821533,0.019178082191780823,2024-01-18,2024-01-25
